system:index,array,.geo
78,"[[0.03589580803670256, 0.7641706466674805, 25.53363037109375, 557.5966186523438, 339.0, 0.0, 2003.0], [-0.0017520388035896506, 0.7200494408607483, 25.53363037109375, 557.5966186523438, 375.0, 0.0, 2004.0], [-0.08715265542510175, 0.6281577348709106, 25.53363037109375, 557.5966186523438, 363.0, 0.0, 2005.0], [0.023007645742927907, 0.7318446636199951, 25.53363037109375, 557.5966186523438, 378.0, 0.0, 2006.0], [0.05886000145736314, 0.7612236738204956, 25.53363037109375, 557.5966186523438, 372.0, 0.0, 2007.0], [0.07125521454403294, 0.7671455144882202, 25.53363037109375, 557.5966186523438, 348.0, 0.0, 2008.0], [-0.018096699736424027, 0.6713024973869324, 25.53363037109375, 557.5966186523438, 352.0, 0.0, 2009.0], [0.05430689308433445, 0.7372327446937561, 25.53363037109375, 557.5966186523438, 315.0, 0.0, 2010.0], [-0.16148122293437295, 0.5149712562561035, 25.53363037109375, 557.5966186523438, 370.0, 0.0, 2011.0], [-0.02405176408196774, 0.645927369594574, 25.53363037109375, 557.5966186523438, 367.0, 0.0, 2012.0], [-0.01801133687027401, 0.5936543345451355, 25.53363037109375, 557.5966186523438, 289.0, 0.0, 2021.0], [-0.05558865796329171, 0.5496036410331726, 25.53363037109375, 557.5966186523438, 307.0, 0.0, 2022.0], [-0.031467557375486344, 0.6320204734802246, 25.53363037109375, 557.5966186523438, 338.0, 0.0, 2013.0], [-0.0028547549104596115, 0.6541599035263062, 25.53363037109375, 557.5966186523438, 366.0, 0.0, 2014.0], [-0.02045816921174093, 0.6300831437110901, 25.53363037109375, 557.5966186523438, 341.0, 0.0, 2015.0], [-0.009118852407267175, 0.6349490880966187, 25.53363037109375, 557.5966186523438, 361.0, 0.0, 2016.0], [0.027186970567372182, 0.6647638082504272, 25.53363037109375, 557.5966186523438, 355.0, 0.0, 2017.0], [0.08894594869162797, 0.7200494408607483, 25.53363037109375, 557.5966186523438, 380.0, 0.0, 2018.0], [0.0718853211906818, 0.6965154409408569, 25.53363037109375, 557.5966186523438, 248.0, 0.0, 2019.0], [-0.0013100935950660642, 0.6168466806411743, 25.53363037109375, 557.5966186523438, 323.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[75.49877798919464,26.460046766004485]}"
79,"[[0.025691461908240232, 1.1304080486297607, 27.249874114990234, 100.40241241455078, 352.0, 0.0, 2003.0], [0.015130877529126341, 1.1119412183761597, 27.249874114990234, 100.40241241455078, 359.0, 0.0, 2004.0], [-0.030403488467661166, 1.0584789514541626, 27.249874114990234, 100.40241241455078, 391.0, 0.0, 2005.0], [0.0010522113599500393, 1.0820283889770508, 27.249874114990234, 100.40241241455078, 396.0, 0.0, 2006.0], [-0.04000296018151617, 1.033066987991333, 27.249874114990234, 100.40241241455078, 378.0, 0.0, 2007.0], [0.03793613712992072, 1.1030998229980469, 27.249874114990234, 100.40241241455078, 407.0, 0.0, 2008.0], [-0.0025156051673440594, 1.054720163345337, 27.249874114990234, 100.40241241455078, 400.0, 0.0, 2009.0], [-0.019730468519418176, 1.0295990705490112, 27.249874114990234, 100.40241241455078, 405.0, 0.0, 2010.0], [0.017055674690456435, 1.0584789514541626, 27.249874114990234, 100.40241241455078, 347.0, 0.0, 2011.0], [0.021203116025882096, 1.054720163345337, 27.249874114990234, 100.40241241455078, 400.0, 0.0, 2012.0], [-0.011570920237365945, 0.9507248997688293, 27.249874114990234, 100.40241241455078, 331.0, 0.0, 2021.0], [-0.03430812106740844, 0.9200814366340637, 27.249874114990234, 100.40241241455078, 322.0, 0.0, 2022.0], [-0.025589129964009416, 1.0, 27.249874114990234, 100.40241241455078, 345.0, 0.0, 2013.0], [-0.05043591798658742, 0.967246949672699, 27.249874114990234, 100.40241241455078, 353.0, 0.0, 2014.0], [-0.015991614525764808, 0.99378502368927, 27.249874114990234, 100.40241241455078, 379.0, 0.0, 2015.0], [0.0012839018912018663, 1.0031542778015137, 27.249874114990234, 100.40241241455078, 398.0, 0.0, 2016.0], [0.006057541445133374, 1.0, 27.249874114990234, 100.40241241455078, 371.0, 0.0, 2017.0], [0.07624692919169207, 1.0622831583023071, 27.249874114990234, 100.40241241455078, 401.0, 0.0, 2018.0], [0.03468193237928863, 1.0128118991851807, 27.249874114990234, 100.40241241455078, 293.0, 0.0, 2019.0], [-0.005791557433814543, 0.9644321799278259, 27.249874114990234, 100.40241241455078, 292.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[62.78751079257673,25.854080622578614]}"
80,"[[-0.019078392607076777, 0.5258650779724121, 26.44646453857422, 1390.7645263671875, 176.0, 0.0, 2003.0], [-0.029679293058684886, 0.5183351635932922, 26.44646453857422, 1390.7645263671875, 169.0, 0.0, 2004.0], [0.05216427884012953, 0.6032581329345703, 26.44646453857422, 1390.7645263671875, 171.0, 0.0, 2005.0], [7.136267330117851E-4, 0.5548784732818604, 26.44646453857422, 1390.7645263671875, 202.0, 0.0, 2006.0], [0.010834704652001204, 0.5680705308914185, 26.44646453857422, 1390.7645263671875, 193.0, 0.0, 2007.0], [-0.03305301210279121, 0.5272538065910339, 26.44646453857422, 1390.7645263671875, 195.0, 0.0, 2008.0], [0.014341870152232317, 0.5777280926704407, 26.44646453857422, 1390.7645263671875, 171.0, 0.0, 2009.0], [-0.030023863089819525, 0.5364333391189575, 26.44646453857422, 1390.7645263671875, 152.0, 0.0, 2010.0], [0.008199898007255735, 0.5777280926704407, 26.44646453857422, 1390.7645263671875, 172.0, 0.0, 2011.0], [-0.007682921263848841, 0.5649162530899048, 26.44646453857422, 1390.7645263671875, 179.0, 0.0, 2012.0], [-0.0353470491719281, 0.5649162530899048, 26.44646453857422, 1390.7645263671875, 195.0, 0.0, 2021.0], [-0.014797138134362009, 0.5885371565818787, 26.44646453857422, 1390.7645263671875, 174.0, 0.0, 2022.0], [0.024053165157587042, 0.5997317433357239, 26.44646453857422, 1390.7645263671875, 197.0, 0.0, 2013.0], [0.035331931328209776, 0.6140815019607544, 26.44646453857422, 1390.7645263671875, 190.0, 0.0, 2014.0], [-0.012160959601982935, 0.5696595907211304, 26.44646453857422, 1390.7645263671875, 170.0, 0.0, 2015.0], [0.014840200558202676, 0.5997317433357239, 26.44646453857422, 1390.7645263671875, 175.0, 0.0, 2016.0], [-0.0323316200294862, 0.5556393265724182, 26.44646453857422, 1390.7645263671875, 189.0, 0.0, 2017.0], [4.338845819829018E-5, 0.5910853147506714, 26.44646453857422, 1390.7645263671875, 167.0, 0.0, 2018.0], [0.04577876530844738, 0.6398916840553284, 26.44646453857422, 1390.7645263671875, 216.0, 0.0, 2019.0], [0.007852419864704974, 0.6050363183021545, 26.44646453857422, 1390.7645263671875, 195.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-8.132486417558075,9.67179684720216]}"
84,"[[0.0026842732773706413, 0.956136167049408, 25.205997467041016, 23.075111389160156, 575.0, 0.0, 2003.0], [0.02343891814526078, 0.9758460521697998, 25.205997467041016, 23.075111389160156, 567.0, 0.0, 2004.0], [0.027406034574740334, 0.9787655472755432, 25.205997467041016, 23.075111389160156, 593.0, 0.0, 2005.0], [0.005821416267253854, 0.956136167049408, 25.205997467041016, 23.075111389160156, 521.0, 0.0, 2006.0], [0.01797695646689279, 0.967246949672699, 25.205997467041016, 23.075111389160156, 561.0, 0.0, 2007.0], [-0.018258066293871278, 0.9299671649932861, 25.205997467041016, 23.075111389160156, 524.0, 0.0, 2008.0], [-0.014689583557499164, 0.9324880242347717, 25.205997467041016, 23.075111389160156, 567.0, 0.0, 2009.0], [-0.02605141358185925, 0.9200814366340637, 25.205997467041016, 23.075111389160156, 543.0, 0.0, 2010.0], [-0.017621695780184354, 0.9274663925170898, 25.205997467041016, 23.075111389160156, 539.0, 0.0, 2011.0], [-0.028790406755472175, 0.9152529239654541, 25.205997467041016, 23.075111389160156, 553.0, 0.0, 2012.0], [0.008147102822545493, 0.942779004573822, 25.205997467041016, 23.075111389160156, 566.0, 0.0, 2021.0], [0.025290066016065982, 0.9588772058486938, 25.205997467041016, 23.075111389160156, 502.0, 0.0, 2022.0], [-0.025337855053188196, 0.9176578521728516, 25.205997467041016, 23.075111389160156, 542.0, 0.0, 2013.0], [-0.011983780314104853, 0.9299671649932861, 25.205997467041016, 23.075111389160156, 564.0, 0.0, 2014.0], [0.007147649091466701, 0.9480538368225098, 25.205997467041016, 23.075111389160156, 535.0, 0.0, 2015.0], [0.024570754115431637, 0.9644321799278259, 25.205997467041016, 23.075111389160156, 544.0, 0.0, 2016.0], [0.011911097451321573, 0.9507248997688293, 25.205997467041016, 23.075111389160156, 554.0, 0.0, 2017.0], [0.010284792081350025, 0.9480538368225098, 25.205997467041016, 23.075111389160156, 534.0, 0.0, 2018.0], [8.6703149328482E-4, 0.9375913143157959, 25.205997467041016, 23.075111389160156, 524.0, 0.0, 2019.0], [-0.022813290466805247, 0.9128662347793579, 25.205997467041016, 23.075111389160156, 540.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[44.44088847630807,19.059077344136988]}"
87,"[[-0.012995435584985282, 0.5279504656791687, 25.685731887817383, 2344.169189453125, 112.0, 0.0, 2003.0], [-0.02828678871534651, 0.5156411528587341, 25.685731887817383, 2344.169189453125, 90.0, 0.0, 2004.0], [-0.0392228919695754, 0.5076952576637268, 25.685731887817383, 2344.169189453125, 75.0, 0.0, 2005.0], [0.02135662024686924, 0.5712568163871765, 25.685731887817383, 2344.169189453125, 71.0, 0.0, 2006.0], [0.03228923085219104, 0.5851714611053467, 25.685731887817383, 2344.169189453125, 94.0, 0.0, 2007.0], [0.010625121719300967, 0.5664893984794617, 25.685731887817383, 2344.169189453125, 70.0, 0.0, 2008.0], [0.0013889963416325868, 0.5602434873580933, 25.685731887817383, 2344.169189453125, 107.0, 0.0, 2009.0], [0.035276190114984174, 0.5971127152442932, 25.685731887817383, 2344.169189453125, 90.0, 0.0, 2010.0], [-0.008416544029349993, 0.5564020276069641, 25.685731887817383, 2344.169189453125, 60.0, 0.0, 2011.0], [0.009927486921278317, 0.5777280926704407, 25.685731887817383, 2344.169189453125, 42.0, 0.0, 2012.0], [-0.06810479315395923, 0.5265586972236633, 25.685731887817383, 2344.169189453125, 54.0, 0.0, 2021.0], [0.0029641232639929793, 0.6006096601486206, 25.685731887817383, 2344.169189453125, 68.0, 0.0, 2022.0], [0.0012676192492983018, 0.5720584392547607, 25.685731887817383, 2344.169189453125, 76.0, 0.0, 2013.0], [0.014764290069411157, 0.5885371565818787, 25.685731887817383, 2344.169189453125, 98.0, 0.0, 2014.0], [-0.02263543289002523, 0.5541194677352905, 25.685731887817383, 2344.169189453125, 99.0, 0.0, 2015.0], [-0.054563938690395775, 0.525173008441925, 25.685731887817383, 2344.169189453125, 89.0, 0.0, 2016.0], [0.06117537881828827, 0.6439025402069092, 25.685731887817383, 2344.169189453125, 67.0, 0.0, 2017.0], [0.028372306459285235, 0.6140815019607544, 25.685731887817383, 2344.169189453125, 104.0, 0.0, 2018.0], [-0.0245586111834315, 0.5641326308250427, 25.685731887817383, 2344.169189453125, 83.0, 0.0, 2019.0], [0.03937707216053776, 0.6310503482818604, 25.685731887817383, 2344.169189453125, 96.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-66.9632742127199,6.347041492994428]}"
88,"[[-0.05409728495045851, 0.7200494408607483, -3.0703482627868652, 1061.5035400390625, 104.0, 0.0, 2003.0], [-0.06389237336109987, 0.7074434757232666, -3.0703482627868652, 1061.5035400390625, 120.0, 0.0, 2004.0], [0.07814357901035862, 0.846660852432251, -3.0703482627868652, 1061.5035400390625, 100.0, 0.0, 2005.0], [0.12869295406743753, 0.8943993449211121, -3.0703482627868652, 1061.5035400390625, 97.0, 0.0, 2006.0], [-0.04026293301218775, 0.7226325869560242, -3.0703482627868652, 1061.5035400390625, 79.0, 0.0, 2007.0], [-0.08657194018014547, 0.6735126972198486, -3.0703482627868652, 1061.5035400390625, 107.0, 0.0, 2008.0], [0.06353395049347554, 0.8208000063896179, -3.0703482627868652, 1061.5035400390625, 64.0, 0.0, 2009.0], [0.08086057893966825, 0.8353157639503479, -3.0703482627868652, 1061.5035400390625, 141.0, 0.0, 2010.0], [-0.0736639390734738, 0.677980363368988, -3.0703482627868652, 1061.5035400390625, 152.0, 0.0, 2011.0], [0.009470747157752979, 0.7583041787147522, -3.0703482627868652, 1061.5035400390625, 130.0, 0.0, 2012.0], [0.00567249887178034, 0.7291849255561829, -3.0703482627868652, 1061.5035400390625, 118.0, 0.0, 2021.0], [-0.02774587137524842, 0.6929556727409363, -3.0703482627868652, 1061.5035400390625, 106.0, 0.0, 2022.0], [-0.02467645874913138, 0.7213383913040161, -3.0703482627868652, 1061.5035400390625, 97.0, 0.0, 2013.0], [-0.028257816705205552, 0.7149461507797241, -3.0703482627868652, 1061.5035400390625, 111.0, 0.0, 2014.0], [-0.005865985546000152, 0.7345271110534668, -3.0703482627868652, 1061.5035400390625, 108.0, 0.0, 2015.0], [-0.060724742565184675, 0.6768574714660645, -3.0703482627868652, 1061.5035400390625, 95.0, 0.0, 2016.0], [0.02499692607779669, 0.7597605586051941, -3.0703482627868652, 1061.5035400390625, 130.0, 0.0, 2017.0], [0.05207851029257449, 0.7840312719345093, -3.0703482627868652, 1061.5035400390625, 78.0, 0.0, 2018.0], [-0.0039047479549425557, 0.7252371311187744, -3.0703482627868652, 1061.5035400390625, 111.0, 0.0, 2019.0], [0.026214348562234036, 0.7525453567504883, -3.0703482627868652, 1061.5035400390625, 104.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[86.7467359256192,50.100545928083555]}"
89,"[[0.10701766941194996, 0.5777280926704407, 23.845401763916016, 577.431396484375, 18.0, 0.0, 2003.0], [-0.06647369456837415, 0.4072744846343994, 23.845401763916016, 577.431396484375, 13.0, 0.0, 2004.0], [0.0811387174076506, 0.55793297290802, 23.845401763916016, 577.431396484375, 22.0, 0.0, 2005.0], [0.012550627849479468, 0.49238264560699463, 23.845401763916016, 577.431396484375, 26.0, 0.0, 2006.0], [-0.02910911365472796, 0.45376065373420715, 23.845401763916016, 577.431396484375, 25.0, 0.0, 2007.0], [-0.12077874427430046, 0.3651287853717804, 23.845401763916016, 577.431396484375, 38.0, 0.0, 2008.0], [-0.10763918559600189, 0.3813144266605377, 23.845401763916016, 577.431396484375, 27.0, 0.0, 2009.0], [-0.01361390045454891, 0.47837746143341064, 23.845401763916016, 577.431396484375, 31.0, 0.0, 2010.0], [-0.026038440589502276, 0.468990683555603, 23.845401763916016, 577.431396484375, 17.0, 0.0, 2011.0], [0.014903216135889297, 0.5129700899124146, 23.845401763916016, 577.431396484375, 32.0, 0.0, 2012.0], [0.05558279709117797, 0.5810144543647766, 23.845401763916016, 577.431396484375, 21.0, 0.0, 2021.0], [-0.07962552314173676, 0.44884389638900757, 23.845401763916016, 577.431396484375, 11.0, 0.0, 2022.0], [0.00920866073948079, 0.5103216171264648, 23.845401763916016, 577.431396484375, 15.0, 0.0, 2013.0], [0.17608752827359486, 0.6802382469177246, 23.845401763916016, 577.431396484375, 13.0, 0.0, 2014.0], [0.009124011697289713, 0.5163124799728394, 23.845401763916016, 577.431396484375, 40.0, 0.0, 2015.0], [0.059433360188434925, 0.5696595907211304, 23.845401763916016, 577.431396484375, 33.0, 0.0, 2016.0], [-0.21214064743651972, 0.3011316657066345, 23.845401763916016, 577.431396484375, 8.0, 0.0, 2017.0], [0.13680884563072981, 0.653118908405304, 23.845401763916016, 577.431396484375, 25.0, 0.0, 2018.0], [-0.030679383259258897, 0.48866844177246094, 23.845401763916016, 577.431396484375, 28.0, 0.0, 2019.0], [0.02424319854929302, 0.5466287732124329, 23.845401763916016, 577.431396484375, 29.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-35.85763671487177,-7.317607127065446]}"
90,"[[-0.043872394803483705, 0.6724056601524353, 27.902576446533203, 1029.6968994140625, 161.0, 0.0, 2003.0], [-0.0049271702073485635, 0.7099245190620422, 27.902576446533203, 1029.6968994140625, 148.0, 0.0, 2004.0], [0.09691606708738165, 0.810337483882904, 27.902576446533203, 1029.6968994140625, 140.0, 0.0, 2005.0], [0.021187978168966115, 0.7331830263137817, 27.902576446533203, 1029.6968994140625, 174.0, 0.0, 2006.0], [6.037164825938302E-4, 0.7111724019050598, 27.902576446533203, 1029.6968994140625, 156.0, 0.0, 2007.0], [-0.017364312602295096, 0.6917780041694641, 27.902576446533203, 1029.6968994140625, 146.0, 0.0, 2008.0], [-0.025199519589937935, 0.6825125217437744, 27.902576446533203, 1029.6968994140625, 160.0, 0.0, 2009.0], [-0.04898204730566813, 0.6573036313056946, 27.902576446533203, 1029.6968994140625, 174.0, 0.0, 2010.0], [0.03510255260343098, 0.7399618625640869, 27.902576446533203, 1029.6968994140625, 161.0, 0.0, 2011.0], [-0.06946310385070242, 0.6339698433876038, 27.902576446533203, 1029.6968994140625, 163.0, 0.0, 2012.0], [0.0023717459359400284, 0.6929556727409363, 27.902576446533203, 1029.6968994140625, 169.0, 0.0, 2021.0], [-0.04016823835295891, 0.6489893198013306, 27.902576446533203, 1029.6968994140625, 128.0, 0.0, 2022.0], [-0.021764424882534716, 0.6802382469177246, 27.902576446533203, 1029.6968994140625, 153.0, 0.0, 2013.0], [0.05483526215424994, 0.7554115653038025, 27.902576446533203, 1029.6968994140625, 156.0, 0.0, 2014.0], [-0.03438613217677566, 0.6647638082504272, 27.902576446533203, 1029.6968994140625, 202.0, 0.0, 2015.0], [-0.01635027360831376, 0.6813732981681824, 27.902576446533203, 1029.6968994140625, 166.0, 0.0, 2016.0], [0.04780727434026166, 0.7441005706787109, 27.902576446533203, 1029.6968994140625, 155.0, 0.0, 2017.0], [0.0619876005330704, 0.7568545341491699, 27.902576446533203, 1029.6968994140625, 162.0, 0.0, 2018.0], [-0.002835818623687425, 0.6906047463417053, 27.902576446533203, 1029.6968994140625, 145.0, 0.0, 2019.0], [0.004501238697813825, 0.6965154409408569, 27.902576446533203, 1029.6968994140625, 144.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[31.139224500290826,5.413158173175024]}"
92,"[[-0.05194579308570385, 0.4068000316619873, 6.97099494934082, 616.135986328125, 107.0, 0.0, 2003.0], [0.04234039513935506, 0.5031513571739197, 6.97099494934082, 616.135986328125, 84.0, 0.0, 2004.0], [0.08747004284286442, 0.5503517985343933, 6.97099494934082, 616.135986328125, 133.0, 0.0, 2005.0], [0.05406537508790704, 0.5190122723579407, 6.97099494934082, 616.135986328125, 100.0, 0.0, 2006.0], [-0.0426631990885179, 0.4243488311767578, 6.97099494934082, 616.135986328125, 144.0, 0.0, 2007.0], [-0.058461340230239855, 0.41061583161354065, 6.97099494934082, 616.135986328125, 103.0, 0.0, 2008.0], [-0.03764252407361085, 0.43350544571876526, 6.97099494934082, 616.135986328125, 99.0, 0.0, 2009.0], [0.02545926335465476, 0.49867236614227295, 6.97099494934082, 616.135986328125, 159.0, 0.0, 2010.0], [-0.008016751160098812, 0.46726149320602417, 6.97099494934082, 616.135986328125, 133.0, 0.0, 2011.0], [0.03166228841774871, 0.5090056657791138, 6.97099494934082, 616.135986328125, 146.0, 0.0, 2012.0], [-0.026377388690599524, 0.46956920623779297, 6.97099494934082, 616.135986328125, 118.0, 0.0, 2021.0], [0.1034782842450559, 0.6014900207519531, 6.97099494934082, 616.135986328125, 89.0, 0.0, 2022.0], [0.09995280667322415, 0.5793669819831848, 6.97099494934082, 616.135986328125, 109.0, 0.0, 2013.0], [-0.07420483225406604, 0.4072744846343994, 6.97099494934082, 616.135986328125, 169.0, 0.0, 2014.0], [-0.13182474263311245, 0.3517197072505951, 6.97099494934082, 616.135986328125, 126.0, 0.0, 2015.0], [-0.023479223706322383, 0.4621303677558899, 6.97099494934082, 616.135986328125, 89.0, 0.0, 2016.0], [0.10511522101704851, 0.5927956104278564, 6.97099494934082, 616.135986328125, 109.0, 0.0, 2017.0], [-0.15468042578930502, 0.335065096616745, 6.97099494934082, 616.135986328125, 164.0, 0.0, 2018.0], [0.04462267513440277, 0.5364333391189575, 6.97099494934082, 616.135986328125, 125.0, 0.0, 2019.0], [0.015129868799316881, 0.5090056657791138, 6.97099494934082, 616.135986328125, 129.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[39.15837649992391,52.81853440010948]}"
94,"[[0.016397974246945224, 0.5826706886291504, 19.68718719482422, 1154.5516357421875, 177.0, 0.0, 2003.0], [-0.03613590049928517, 0.5279504656791687, 19.68718719482422, 1154.5516357421875, 163.0, 0.0, 2004.0], [0.023277431495033474, 0.5851714611053467, 19.68718719482422, 1154.5516357421875, 230.0, 0.0, 2005.0], [0.009156370664275104, 0.5688640475273132, 19.68718719482422, 1154.5516357421875, 153.0, 0.0, 2006.0], [0.0019500951915070175, 0.5594714283943176, 19.68718719482422, 1154.5516357421875, 168.0, 0.0, 2007.0], [-0.006477708784240366, 0.5488572716712952, 19.68718719482422, 1154.5516357421875, 69.0, 0.0, 2008.0], [-0.051277490799559455, 0.5018651485443115, 19.68718719482422, 1154.5516357421875, 135.0, 0.0, 2009.0], [-0.020906554415485612, 0.530049741268158, 19.68718719482422, 1154.5516357421875, 136.0, 0.0, 2010.0], [-0.03778832357830564, 0.5109816193580627, 19.68718719482422, 1154.5516357421875, 130.0, 0.0, 2011.0], [0.099343770318433, 0.645927369594574, 19.68718719482422, 1154.5516357421875, 93.0, 0.0, 2012.0], [-0.02566450533817699, 0.5012239813804626, 19.68718719482422, 1154.5516357421875, 112.0, 0.0, 2021.0], [-0.006366970378072212, 0.5183351635932922, 19.68718719482422, 1154.5516357421875, 158.0, 0.0, 2022.0], [-0.01783256094081309, 0.5265586972236633, 19.68718719482422, 1154.5516357421875, 163.0, 0.0, 2013.0], [0.07743157062268513, 0.6196364760398865, 19.68718719482422, 1154.5516357421875, 136.0, 0.0, 2014.0], [-0.048878881609802804, 0.491139680147171, 19.68718719482422, 1154.5516357421875, 108.0, 0.0, 2015.0], [0.023185304265447737, 0.5610175132751465, 19.68718719482422, 1154.5516357421875, 149.0, 0.0, 2016.0], [-0.021337077733086685, 0.5143027901649475, 19.68718719482422, 1154.5516357421875, 114.0, 0.0, 2017.0], [0.022948503369157436, 0.5564020276069641, 19.68718719482422, 1154.5516357421875, 157.0, 0.0, 2018.0], [-0.015626018631797467, 0.5156411528587341, 19.68718719482422, 1154.5516357421875, 143.0, 0.0, 2019.0], [0.014600972535143919, 0.543681800365448, 19.68718719482422, 1154.5516357421875, 157.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-79.31465029436141,-6.460570432631938]}"
97,"[[0.06261792611304007, 0.499308317899704, 12.192691802978516, 657.7445678710938, 246.0, 0.0, 2003.0], [0.013433831991108425, 0.45541682839393616, 12.192691802978516, 657.7445678710938, 292.0, 0.0, 2004.0], [0.06040516030560855, 0.5076952576637268, 12.192691802978516, 657.7445678710938, 266.0, 0.0, 2005.0], [-0.008579756821059659, 0.4440029561519623, 12.192691802978516, 657.7445678710938, 307.0, 0.0, 2006.0], [-0.10295712469423624, 0.3549181818962097, 12.192691802978516, 657.7445678710938, 255.0, 0.0, 2007.0], [-0.16674070209922476, 0.2964272201061249, 12.192691802978516, 657.7445678710938, 293.0, 0.0, 2008.0], [0.08262665041093248, 0.5511016845703125, 12.192691802978516, 657.7445678710938, 236.0, 0.0, 2009.0], [-0.012202222646417682, 0.46156540513038635, 12.192691802978516, 657.7445678710938, 245.0, 0.0, 2010.0], [-0.0030559408900292517, 0.47600430250167847, 12.192691802978516, 657.7445678710938, 270.0, 0.0, 2011.0], [0.057136823730767006, 0.5414896607398987, 12.192691802978516, 657.7445678710938, 328.0, 0.0, 2012.0], [0.002973682727234861, 0.5350034832954407, 12.192691802978516, 657.7445678710938, 269.0, 0.0, 2021.0], [-0.05894495474969896, 0.47837746143341064, 12.192691802978516, 657.7445678710938, 295.0, 0.0, 2022.0], [-0.03589929522895491, 0.45376065373420715, 12.192691802978516, 657.7445678710938, 248.0, 0.0, 2013.0], [-0.027115737538347118, 0.46783682703971863, 12.192691802978516, 657.7445678710938, 274.0, 0.0, 2014.0], [0.08242553043366063, 0.5826706886291504, 12.192691802978516, 657.7445678710938, 246.0, 0.0, 2015.0], [-0.01563614173985206, 0.4899016320705414, 12.192691802978516, 657.7445678710938, 264.0, 0.0, 2016.0], [-0.04011541551143316, 0.4707294702529907, 12.192691802978516, 657.7445678710938, 280.0, 0.0, 2017.0], [0.05833828584642364, 0.5744757652282715, 12.192691802978516, 657.7445678710938, 246.0, 0.0, 2018.0], [0.010733107765852234, 0.5321632027626038, 12.192691802978516, 657.7445678710938, 221.0, 0.0, 2019.0], [0.04055629259462579, 0.5672789812088013, 12.192691802978516, 657.7445678710938, 285.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-99.44857364715041,40.120212409931504]}"
98,"[[1.1752425877786798E-4, 0.5279504656791687, 11.500707626342773, 538.0708618164062, 139.0, 0.0, 2003.0], [-0.1524916731713113, 0.3795708417892456, 11.500707626342773, 538.0708618164062, 118.0, 0.0, 2004.0], [0.02861257987109944, 0.5649162530899048, 11.500707626342773, 538.0708618164062, 153.0, 0.0, 2005.0], [-0.005529772253149989, 0.5350034832954407, 11.500707626342773, 538.0708618164062, 152.0, 0.0, 2006.0], [0.1276428398532976, 0.6724056601524353, 11.500707626342773, 538.0708618164062, 208.0, 0.0, 2007.0], [-0.06277591712858732, 0.4862164855003357, 11.500707626342773, 538.0708618164062, 161.0, 0.0, 2008.0], [0.03445875067004167, 0.5876923203468323, 11.500707626342773, 538.0708618164062, 185.0, 0.0, 2009.0], [0.010607396464080932, 0.5680705308914185, 11.500707626342773, 538.0708618164062, 220.0, 0.0, 2010.0], [-0.04200184551841435, 0.5196908712387085, 11.500707626342773, 538.0708618164062, 150.0, 0.0, 2011.0], [0.06609819197255473, 0.6320204734802246, 11.500707626342773, 538.0708618164062, 209.0, 0.0, 2012.0], [-0.03753382541280792, 0.5664893984794617, 11.500707626342773, 538.0708618164062, 165.0, 0.0, 2021.0], [-0.18739397600850816, 0.42085883021354675, 11.500707626342773, 538.0708618164062, 158.0, 0.0, 2022.0], [0.018373708026341085, 0.5885371565818787, 11.500707626342773, 538.0708618164062, 149.0, 0.0, 2013.0], [-0.06341141152726015, 0.5109816193580627, 11.500707626342773, 538.0708618164062, 172.0, 0.0, 2014.0], [0.09823487583019463, 0.6768574714660645, 11.500707626342773, 538.0708618164062, 194.0, 0.0, 2015.0], [-0.18677102838756066, 0.3960811495780945, 11.500707626342773, 538.0708618164062, 151.0, 0.0, 2016.0], [0.09541917673025169, 0.6825125217437744, 11.500707626342773, 538.0708618164062, 196.0, 0.0, 2017.0], [0.18033843142626838, 0.7716613411903381, 11.500707626342773, 538.0708618164062, 193.0, 0.0, 2018.0], [-0.007015335511976417, 0.5885371565818787, 11.500707626342773, 538.0708618164062, 224.0, 0.0, 2019.0], [0.08502130981666978, 0.6848033666610718, 11.500707626342773, 538.0708618164062, 207.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[41.17034541892176,46.636475850634106]}"
